Title,Date,Link,Description,Bill_Number
"S. 134, Mescalero Apache Tribe Leasing Authorization Act","Tue, 10 Jul 2012 14:45:00 -0400",https://www.cbo.gov/publication/43426,"As ordered reported by the Senate Committee on Indian Affairs on June 28, 2012",S. 134
"H.R. 3706, a bill to create the Office of Chief Financial Officer of the Government of the Virgin Islands, and for other purposes","Mon, 09 Jul 2012 00:00:00 -0400",https://www.cbo.gov/publication/43415,"As ordered reported by the House Committee on Natural Resources on June 7, 2012",
"H.R. 6019, the Juvenile Accountability Block Grant Reauthorization and the Bullying Prevention and Intervention Act of 2012","Mon, 09 Jul 2012 00:00:00 -0400",https://www.cbo.gov/publication/43416,"As ordered reported by the House Committee on the Judiciary on June 28, 2012",
"S. 1324, the Captive Primate Safety Act","Mon, 09 Jul 2012 00:00:00 -0400",https://www.cbo.gov/publication/43418,"As ordered reported by the Senate Committee on Environment and Public Works on June 21, 2012",
"S. 3240, Agriculture Reform, Food, and Jobs Act of 2012","Fri, 06 Jul 2012 10:10:00 -0400",https://www.cbo.gov/publication/43405,"As passed by the United States Senate on June 21, 2012",S. 3240
"H.R. 357, a bill for the relief of Corina de Chalup Turcinovic","Thu, 05 Jul 2012 17:36:00 -0400",https://www.cbo.gov/publication/43403,"The Congressional Budget Office has reviewed the following legislation ordered reported by the House Committee on the Judiciary on June 28, 2012:",H.R. 357
"H.R. 1857, a bill for the relief of Bartosz Kumor","Thu, 05 Jul 2012 17:36:00 -0400",https://www.cbo.gov/publication/43404,"The Congressional Budget Office has reviewed the following legislation ordered reported by the House Committee on the Judiciary on June 28, 2012:",H.R. 1857
"H.R. 316, a bill for the relief of Esther Karinge","Thu, 05 Jul 2012 17:35:00 -0400",https://www.cbo.gov/publication/43401,"The Congressional Budget Office has reviewed the following legislation ordered reported by the House Committee on the Judiciary on June 28, 2012:",H.R. 316
"H.R. 794, a bill for the relief of Allan Bolor Kelley","Thu, 05 Jul 2012 17:35:00 -0400",https://www.cbo.gov/publication/43402,"The Congressional Budget Office has reviewed the following legislation ordered reported by the House Committee on the Judiciary on June 28, 2012:",H.R. 794
"H.R. 824, a bill for the relief of Daniel Wachira","Thu, 05 Jul 2012 17:34:00 -0400",https://www.cbo.gov/publication/43400,"The Congressional Budget Office has reviewed the following legislation ordered reported by the House Committee on the Judiciary on June 28, 2012:",H.R. 824
"H.R. 823, a bill for the relief of Maria Carmen Castro Ramirez and J. Refugio Carreno Rojas","Thu, 05 Jul 2012 17:30:00 -0400",https://www.cbo.gov/publication/43399,"The Congressional Budget Office has reviewed the following legislation ordered reported by the House Committee on the Judiciary on June 28, 2012:",H.R. 823
Federal Agriculture Reform and Risk Management Act of 2012,"Thu, 05 Jul 2012 17:09:59 -0400",https://www.cbo.gov/publication/43395,"As posted on the Web site of the House Committee on Agriculture on July 5, 2012.",
"S. 2239, Veterans Skills to Jobs Act","Thu, 05 Jul 2012 17:09:56 -0400",https://www.cbo.gov/publication/43397,"As passed by the United States Senate on June 29, 2012",S. 2239
"H.R. 3210, RELIEF Act","Thu, 05 Jul 2012 17:09:24 -0400",https://www.cbo.gov/publication/43396,"As ordered reported by the House Committee on Natural Resources on June 7, 2012",H.R. 3210
"H.R. 459, Federal Reserve Transparency Act of 2012","Thu, 05 Jul 2012 17:09:03 -0400",https://www.cbo.gov/publication/43398,"As ordered reported by the House Committee on Oversight and Government Reform  on June 27, 2012",H.R. 459
"S. 1039, Sergei Magnitsky Rule of Law Accountability Act of 2012","Thu, 05 Jul 2012 17:09:02 -0400",https://www.cbo.gov/publication/43394,"As reported by the Senate Committee on Foreign Relations on June 26, 2012",S. 1039
"S. 241, Nonfederal Employee Whistleblower Protection Act of 2012","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43385,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on April 25, 2012",S. 241
"H.R. 3609, Taxpayers Right-To-Know Act","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43386,"As ordered reported by the House Committee on Oversight and Government Reform on April 26, 2012",H.R. 3609
"H.R. 4155, Veterans Skills to Jobs Act","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43387,"As ordered reported by the House Committee on Oversight and Government Reform on June 27, 2012",H.R. 4155
"S. 641, Senator Paul Simon Water for the World Act of 2011","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43388,"As ordered reported by the Senate Committee on Foreign Relations on June 19, 2012",S. 641
"H.R. 5949, FISA Amendments Act Reauthorization Act of 2012","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43389,"As ordered reported by the House Committee on the Judiciary on June 19, 2012",H.R. 5949
"H.R. 1160, McKinney Lake National Fish Hatchery Conveyance Act","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43390,"As ordered reported by the Senate Committee on Environment and Public Works on June 21, 2012",H.R. 1160
"S. 1201, National Fish Habitat Conservation Act","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43391,"As ordered reported by the Senate Committee on Environment and Public Works on June 21, 2012",S. 1201
"S. 2104, Water Resources Research Amendments Act of 2012","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43392,"As ordered reported by the Senate Committee on Environment and Public Works on June 21, 2012",S. 2104
"H.R. 4141, Donald M. Payne International Food Assistance Improvement Act of 2012","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43393,"As ordered reported by the House Committee on Foreign Affairs on June 7, 2012, with amendments provided to CBO on June 18, 2012",H.R. 4141
"H.R. 4273, the Resolving Environmental and Grid Reliability Conflicts Act of 2012","Tue, 03 Jul 2012 13:05:00 -0400",https://www.cbo.gov/publication/43384,"As ordered reported by the House Committee on Energy and Commerce on June 20, 2012",H.R. 4273
S. 3254 National Defense Authorization Act for Fiscal Year 2013,"Mon, 02 Jul 2012 16:10:00 -0400",https://www.cbo.gov/publication/43383,"As reported by the Senate Committee on Armed Services on June 4, 2012",
"S. 2165, United States-Israel Enhanced Security Cooperation Act of 2012","Fri, 29 Jun 2012 16:46:00 -0400",https://www.cbo.gov/publication/43371,"As ordered reported by the Senate Committee on Foreign Relations on June 19, 2012",S. 2165
"H.R. 4240, Ambassador James R. Lilley and Congressman Stephen J. Solarz North Korea Human Rights Reauthorizaton Act of 2012","Fri, 29 Jun 2012 16:46:00 -0400",https://www.cbo.gov/publication/43374,"As ordered reported by the Senate Committee on Foreign Relations on June 19, 2012",H.R. 4240
"H.R. 4405, Sergei Magnitsky Rule of Law Accountability Act of 2012","Fri, 29 Jun 2012 16:46:00 -0400",https://www.cbo.gov/publication/43375,"As reported by the House Committee on Foreign Affairs on June 7, 2012",H.R. 4405
"H.R. 4367, a bill to amend the Electronic Fund Transfer Act to limit the fee disclosure requirement for an automatic teller machine to the screen of that machine","Fri, 29 Jun 2012 16:46:00 -0400",https://www.cbo.gov/publication/43376,"As ordered reported by the House Committee on Financial Services on June 27, 2012",H.R. 4367
"H.R. 4043, Military Readiness and Southern Sea Otter Conservation Act.","Fri, 29 Jun 2012 16:46:00 -0400",https://www.cbo.gov/publication/43377,"As ordered reported by the House Committee on Natural Resources on May 16, 2012",H.R. 4043
"H.R. 1627, Honoring America&#039;s Veterans and Caring for Camp Lejeune Families Act of 2012","Fri, 29 Jun 2012 16:46:00 -0400",https://www.cbo.gov/publication/43378,"Estimate of the Statutory Pay-As-You-Go Effects for H.R. 1627
",H.R. 1627
"S. 3264, a bill to amend the Federal Water Pollution Control Act to reauthorize the Lake Pontchartrain Basin Restoration Program","Fri, 29 Jun 2012 16:46:00 -0400",https://www.cbo.gov/publication/43380,"As ordered reported by the Senate Committee on Environment and Public Works on June 21, 2012",S. 3264
"S. 2018, Long Island Sound Restoration and Stewardship Act","Fri, 29 Jun 2012 16:45:00 -0400",https://www.cbo.gov/publication/43379,"As ordered reported by the Senate Committee on Environment and Public Works on June 21, 2012",S. 2018
"H.R. 4348, MAP-21","Fri, 29 Jun 2012 09:45:03 -0400",https://www.cbo.gov/publication/43368,"Table 1 was revised on July 3, 2012, to show corrected estimates for transportation contract authority. There are no changes in estimates of outlays or effects on the deficit.",H.R. 4348
"H.R. 5872, Sequestration Transparency Act of 2012","Fri, 29 Jun 2012 00:00:00 -0400",https://www.cbo.gov/publication/43369,"As ordered reported by the House Committee on the Budget on June 27, 2012",
"H.R. 5859, a bill to repeal an obsolete provision in title 49, United States Code, requiring motor vehicle insurance cost reporting","Fri, 29 Jun 2012 00:00:00 -0400",https://www.cbo.gov/publication/43370,"As ordered reported by the House Committee on Energy and Commerce on June 19, 2012",
"H.R. 1996, Government Litigation Savings Act","Thu, 28 Jun 2012 00:00:00 -0400",https://www.cbo.gov/publication/43366,"As ordered reported by the House Committee on the Judiciary on November 17, 2011",
"H.R. 5843, a bill to amend the Homeland Security Act of 2002 to permit use of certain grant funds for training conducted in conjunction with a national laboratory or research facility","Tue, 26 Jun 2012 14:45:39 -0400",https://www.cbo.gov/publication/43356,"As introduced in the House of Representatives on May 18, 2012",H.R. 5843
"H.R. 4377, Responsibility and Professionally Invigorating Development Act of 2012","Mon, 25 Jun 2012 17:49:26 -0400",https://www.cbo.gov/publication/43354,"As ordered reported by the House Committee on the Judiciary on June 6, 2012",H.R. 4377
"H.R. 5865, American Manufacturing Competitiveness Act of 2012","Mon, 25 Jun 2012 17:49:01 -0400",https://www.cbo.gov/publication/43353,"As ordered reported by the House Committee on Energy and Commerce on June 20, 2012",H.R. 5865
"H.R. 3862, Sunshine for Regulatory Decrees and Settlements Act of 2012","Mon, 25 Jun 2012 15:04:00 -0400",https://www.cbo.gov/publication/43351,"As ordered reported by the House Committee on the Judiciary on March 27, 2012",H.R. 3862
"H.R. 1103, American Memorial Park Tinian Annex Act","Mon, 25 Jun 2012 14:55:00 -0400",https://www.cbo.gov/publication/43350,"As ordered reported by the House Committee on Natural Resources on June 7, 2012",H.R. 1103
"H.R. 4018, Public Safety Officers&#039; Benefits Improvements Act of 2012","Fri, 22 Jun 2012 17:59:00 -0400",https://www.cbo.gov/publication/43349,"As ordered reported by the House Committee on the Judiciary on June 6, 2012",H.R. 4018
"H.R. 5889, Nuclear Terrorism Conventions Implementation and Safety of Maritime Navigation Act of 2012","Fri, 22 Jun 2012 17:58:00 -0400",https://www.cbo.gov/publication/43348,"As ordered reported by the House Committee on the Judiciary on June 6, 2012",H.R. 5889
"H.R. 1588, Consumer Rental Purchase Agreement Act","Fri, 22 Jun 2012 17:55:00 -0400",https://www.cbo.gov/publication/43347,"As ordered reported by the House Committee on Financial Services on May 31, 2012
ESTIMATED IMPACT ON THE FEDERAL BUDGET",H.R. 1588
"S. 2370, Small Business Reorganization Efficiency and Clarity Act","Fri, 22 Jun 2012 11:50:00 -0400",https://www.cbo.gov/publication/43346,"As ordered reported by the Senate Committee on the Judiciary on May 24, 2012",S. 2370
"H.R. 4073, a bill to authorize the Secretary of Agriculture to accept the quitclaim, disclaimer, and relinquishment of a railroad right-of-way within and adjacent to Pike National Forest in El Paso County, Colorado, originally granted to the Mt. Manit","Fri, 22 Jun 2012 11:49:00 -0400",https://www.cbo.gov/publication/43345,"As ordered reported by the House Committee on Natural Resources on June 7, 2012",H.R. 4073
"H.R. 3388, Wood-Pawcatuck Watershed Protection Act","Wed, 20 Jun 2012 18:00:00 -0400",https://www.cbo.gov/publication/43343,"As ordered reported by the House Committee on Natural Resources on June 7, 2012",H.R. 3388
"H.R. 4965, a bill to preserve existing rights and responsibilities with respect to waters of the United States, and for other purposes","Wed, 20 Jun 2012 18:00:00 -0400",https://www.cbo.gov/publication/43344,"As ordered reported by the House Committee on Transportation and Infrastructure on June 7, 2012",H.R. 4965
"H.R. 4194, a bill to amend the Alaska Native Claims Settlement Act to provide that Alexander Creek, Alaska, is and shall be recognized as an eligible Native village under that Act, and for other purposes","Tue, 19 Jun 2012 22:27:16 -0400",https://www.cbo.gov/publication/43721,"As ordered reported by the House Committee on Natural Resources on August 1, 2012",
"S. 1910, Domestic Partnership Benefits and Obligations Act of 2011","Tue, 19 Jun 2012 22:27:16 -0400",https://www.cbo.gov/publication/43723,"As ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on May 16, 2012",S. 1910
"H.R. 452, the Medicare Decisions Accountability Act of 2011","Tue, 19 Jun 2012 22:27:16 -0400",https://www.cbo.gov/publication/43864,"As ordered reported by the House Committee on Ways and Means on March 8, 2012",
"S. 810, Great Ape Protection and Cost Savings Act of 2011","Tue, 19 Jun 2012 22:27:16 -0400",https://www.cbo.gov/publication/43748,"Statutory Pay-As-You-Go Effects for a Amendment in the Nature of a Substitute intended to be proposed by Senator Cantwell (BAI12575), as transmitted to CBO on November 30, 2012",
"S. 3276, FAA Sunsets Extension Act of 2012","Tue, 19 Jun 2012 22:27:16 -0400",https://www.cbo.gov/publication/43865,"As reported by the Senate Committee on the Judiciary on July 19, 2012",
"H.R. 6364, the Frank Buckles World War I Memorial Act","Tue, 19 Jun 2012 22:27:16 -0400",https://www.cbo.gov/publication/43755,"H.R. 6364 would establish a commission to plan, develop, and execute programs, projects, and activities to commemorate the 100th anniversary of the First World War. The 12-member commission would be required to submit various reports to the Congress on its activities and recommendations for commemorating the event. The commission would terminate July 28, 2019. All commission members would serve without pay but would be reimbursed for travel expenses. In addition, the commission could hire staff and use personnel detailed from other federal agencies to complete its work.",
